NVIC_id,SMILES,[Toxicity/AMES Mutagenesis] Predictions,[Toxicity/AMES Mutagenesis] Probability,[Toxicity/AMES Mutagenesis] Interpretation,[Toxicity/Avian] Predictions,[Toxicity/Avian] Probability,[Toxicity/Avian] Interpretation,[Toxicity/Bee] Predictions,[Toxicity/Bee] Probability,[Toxicity/Bee] Interpretation,[Toxicity/Bioconcentration Factor] Predictions,[Toxicity/Bioconcentration Factor] Interpretation,[Toxicity/Biodegradation] Predictions,[Toxicity/Biodegradation] Probability,[Toxicity/Biodegradation] Interpretation,[Toxicity/Carcinogenesis] Predictions,[Toxicity/Carcinogenesis] Probability,[Toxicity/Carcinogenesis] Interpretation,[Toxicity/Crustacean] Predictions,[Toxicity/Crustacean] Probability,[Toxicity/Crustacean] Interpretation,[Toxicity/Liver Injury I (DILI)] Predictions,[Toxicity/Liver Injury I (DILI)] Probability,[Toxicity/Liver Injury I (DILI)] Interpretation,[Toxicity/Eye Corrosion] Predictions,[Toxicity/Eye Corrosion] Probability,[Toxicity/Eye Corrosion] Interpretation,[Toxicity/Eye irritation] Predictions,[Toxicity/Eye irritation] Probability,[Toxicity/Eye irritation] Interpretation,[Toxicity/Maximum Tolerated Dose] Predictions,[Toxicity/Maximum Tolerated Dose] Interpretation,[Toxicity/Liver Injury II] Predictions,[Toxicity/Liver Injury II] Probability,[Toxicity/Liver Injury II] Interpretation,[Toxicity/hERG Blockers] Predictions,[Toxicity/hERG Blockers] Probability,[Toxicity/hERG Blockers] Interpretation,[Toxicity/Daphnia Maga] Predictions,[Toxicity/Daphnia Maga] Interpretation,[Toxicity/Micronucleos] Predictions,[Toxicity/Micronucleos] Probability,[Toxicity/Micronucleos] Interpretation,[Toxicity/NR-AhR] Predictions,[Toxicity/NR-AhR] Probability,[Toxicity/NR-AhR] Interpretation,[Toxicity/NR-AR] Predictions,[Toxicity/NR-AR] Probability,[Toxicity/NR-AR] Interpretation,[Toxicity/NR-AR-LBD] Predictions,[Toxicity/NR-AR-LBD] Probability,[Toxicity/NR-AR-LBD] Interpretation,[Toxicity/NR-Aromatase] Predictions,[Toxicity/NR-Aromatase] Probability,[Toxicity/NR-Aromatase] Interpretation,[Toxicity/NR-ER] Predictions,[Toxicity/NR-ER] Probability,[Toxicity/NR-ER] Interpretation,[Toxicity/NR-ER-LBD] Predictions,[Toxicity/NR-ER-LBD] Probability,[Toxicity/NR-ER-LBD] Interpretation,[Toxicity/NR-GR] Predictions,[Toxicity/NR-GR] Probability,[Toxicity/NR-GR] Interpretation,[Toxicity/NR-PPAR-gamma] Predictions,[Toxicity/NR-PPAR-gamma] Probability,[Toxicity/NR-PPAR-gamma] Interpretation,[Toxicity/NR-TR] Predictions,[Toxicity/NR-TR] Probability,[Toxicity/NR-TR] Interpretation,[Toxicity/T. Pyriformis] Predictions,[Toxicity/T. Pyriformis] Interpretation,[Toxicity/Rat (Acute)] Predictions,[Toxicity/Rat (Acute)] Interpretation,[Toxicity/Rat (Chronic Oral)] Predictions,[Toxicity/Rat (Chronic Oral)] Interpretation,[Toxicity/Fathead Minnow] Predictions,[Toxicity/Fathead Minnow] Interpretation,[Toxicity/Respiratory Disease] Predictions,[Toxicity/Respiratory Disease] Probability,[Toxicity/Respiratory Disease] Interpretation,[Toxicity/Skin Sensitisation] Predictions,[Toxicity/Skin Sensitisation] Probability,[Toxicity/Skin Sensitisation] Interpretation,[Toxicity/SR-ARE] Predictions,[Toxicity/SR-ARE] Probability,[Toxicity/SR-ARE] Interpretation,[Toxicity/SR-ATAD5] Predictions,[Toxicity/SR-ATAD5] Probability,[Toxicity/SR-ATAD5] Interpretation,[Toxicity/SR-HSE] Predictions,[Toxicity/SR-HSE] Probability,[Toxicity/SR-HSE] Interpretation,[Toxicity/SR-MMP] Predictions,[Toxicity/SR-MMP] Probability,[Toxicity/SR-MMP] Interpretation,[Toxicity/SR-p53] Predictions,[Toxicity/SR-p53] Probability,[Toxicity/SR-p53] Interpretation
NVIC0011,Cc1coc2c1C(=O)C(=O)c1c2ccc2c1cccc2C	,Safe,0.178,Safe  (Medium Confidence),Safe,0.115,Safe  (High Confidence),Safe,0.275,Safe  (Medium Confidence),1.59,None,Safe,0.028,Safe  (High Confidence),Toxic,0.626,Toxic  (Low Confidence),Toxic,1,Toxic  (High Confidence),Toxic,0.7,Toxic  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.171,Safe  (Medium Confidence),0.6,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.734,Toxic  (Medium Confidence),Safe,0,Safe  (High Confidence),4.86,None,Toxic,0.603,Toxic  (Low Confidence),Toxic,0.909,Toxic  (High Confidence),Safe,0.128,Safe  (High Confidence),Safe,0.183,Safe  (Medium Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.216,Safe  (Medium Confidence),Safe,0.013,Safe  (High Confidence),Safe,0.225,Safe  (Medium Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.144,Safe  (High Confidence),5.11,PIGC50% > -0.5 log ug/L: toxic,2.69,None,2.37,None,5.11,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.142,Safe  (High Confidence),Toxic,0.509,Toxic  (Low Confidence),Toxic,0.809,Toxic  (Medium Confidence),Safe,0.092,Safe  (High Confidence),Safe,0.033,Safe  (High Confidence),Toxic,0.854,Toxic  (High Confidence),Toxic,0.971,Toxic  (High Confidence)
NVIC0012,OC[C@H]1O[C@@]([C@H]([C@@H]1O)O)(CO)O[C@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@H]([C@@H]([C@H]1O)O)O	,Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.5,Safe  (Low Confidence),-5.77,None,Toxic,1,Toxic  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.513,Toxic  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.013,Safe  (High Confidence),1.79,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.326,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),4.58,None,Safe,0.009,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),Safe,0.035,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.205,Safe  (Medium Confidence),Safe,0.383,Safe  (Low Confidence),Safe,0.006,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),-149.87,PIGC50% > -0.5 log ug/L: toxic,1.48,None,3.89,None,-0.67,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.003,Safe  (High Confidence),Toxic,0.555,Toxic  (Low Confidence),Safe,0.001,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence)
NVIC0013,COc1ccc2c(c1)nc(s2)NC(c1ccc2c(c1O)nccc2)c1ccc(cc1)OC(F)F	,Safe,0.477,Safe  (Low Confidence),Safe,0.391,Safe  (Low Confidence),Toxic,0.661,Toxic  (Low Confidence),1.9,None,Safe,0,Safe  (High Confidence),Safe,0.314,Safe  (Medium Confidence),Toxic,0.993,Toxic  (High Confidence),Toxic,0.692,Toxic  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.064,Safe  (High Confidence),0.58,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.937,Toxic  (High Confidence),Toxic,0.55,Toxic  (Low Confidence),5.66,None,Toxic,1,Toxic  (High Confidence),Toxic,0.949,Toxic  (High Confidence),Safe,0.19,Safe  (Medium Confidence),Safe,0.092,Safe  (High Confidence),Safe,0.041,Safe  (High Confidence),Safe,0.353,Safe  (Low Confidence),Safe,0.004,Safe  (High Confidence),Toxic,0.658,Toxic  (Low Confidence),Safe,0.011,Safe  (High Confidence),Toxic,0.94,Toxic  (High Confidence),-445.41,PIGC50% > -0.5 log ug/L: toxic,2.84,None,1.54,None,6.97,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.988,Toxic  (High Confidence),Safe,0.274,Safe  (Medium Confidence),Toxic,0.528,Toxic  (Low Confidence),Safe,0.356,Safe  (Low Confidence),Safe,0.11,Safe  (High Confidence),Toxic,0.967,Toxic  (High Confidence),Toxic,0.997,Toxic  (High Confidence)
NVIC0014,CNc1ccc2c(c1C(=O)O)nc(o2)C[C@H]1O[C@@]2(CC[C@H]1C)O[C@@H]([C@@H](C[C@H]2C)C)[C@@H](C(=O)c1ccc[nH]1)C	,Safe,0.002,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.798,Toxic  (Medium Confidence),-0.68,None,Safe,0.002,Safe  (High Confidence),Safe,0.351,Safe  (Low Confidence),Safe,0.205,Safe  (Medium Confidence),Toxic,0.885,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),0.52,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.987,Toxic  (High Confidence),Toxic,0.973,Toxic  (High Confidence),4.93,None,Toxic,0.994,Toxic  (High Confidence),Safe,0.289,Safe  (Medium Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.167,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.088,Safe  (High Confidence),Safe,0.062,Safe  (High Confidence),Safe,0.316,Safe  (Medium Confidence),-2293.78,PIGC50% > -0.5 log ug/L: toxic,2.94,None,1.61,None,8.41,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.109,Safe  (High Confidence),Safe,0.263,Safe  (Medium Confidence),Toxic,0.886,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.945,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence)
NVIC0015,CCC(COC(=O)[C@@H](N[P@@](=O)(Oc1ccccc1)OC[C@H]1O[C@@]([C@@H]([C@@H]1O)O)(C#N)c1ccc2n1ncnc2N)C)CC	,Safe,0.448,Safe  (Low Confidence),Safe,0.062,Safe  (High Confidence),Toxic,0.769,Toxic  (Medium Confidence),-1.27,None,Safe,0.001,Safe  (High Confidence),Safe,0.141,Safe  (High Confidence),Toxic,0.913,Toxic  (High Confidence),Safe,0.265,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),0.39,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.879,Toxic  (High Confidence),Toxic,0.943,Toxic  (High Confidence),6.69,None,Toxic,1,Toxic  (High Confidence),Safe,0.025,Safe  (High Confidence),Safe,0.096,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.179,Safe  (Medium Confidence),Safe,0.048,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.599,Toxic  (Low Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-11366.42,PIGC50% > -0.5 log ug/L: toxic,2.87,None,2.38,None,29.14,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.349,Safe  (Low Confidence),Safe,0.289,Safe  (Medium Confidence),Safe,0.469,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.075,Safe  (High Confidence),Safe,0,Safe  (High Confidence)
NVIC0016,CCN(c1ccc(cc1)/C(=C/1\C=CC(=[N+](CC)CC)C=C1)/c1ccccc1)CC	,Toxic,0.997,Toxic  (High Confidence),Safe,0.117,Safe  (High Confidence),Safe,0.392,Safe  (Low Confidence),2.75,None,Safe,0.006,Safe  (High Confidence),Toxic,0.622,Toxic  (Low Confidence),Toxic,1,Toxic  (High Confidence),Safe,0.469,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.07,Safe  (High Confidence),0.92,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.537,Toxic  (Low Confidence),Toxic,0.991,Toxic  (High Confidence),9.61,None,Safe,0.423,Safe  (Low Confidence),Safe,0.354,Safe  (Low Confidence),Safe,0.098,Safe  (High Confidence),Safe,0.1,Safe  (High Confidence),Toxic,0.996,Toxic  (High Confidence),Safe,0.099,Safe  (High Confidence),Safe,0.122,Safe  (High Confidence),Safe,0.425,Safe  (Low Confidence),Safe,0.016,Safe  (High Confidence),Toxic,0.857,Toxic  (High Confidence),-22.36,PIGC50% > -0.5 log ug/L: toxic,2.59,None,1.87,None,5.44,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.994,Toxic  (High Confidence),Toxic,0.79,Toxic  (Medium Confidence),Toxic,0.965,Toxic  (High Confidence),Toxic,1,Toxic  (High Confidence),Toxic,0.754,Toxic  (Medium Confidence),Toxic,0.955,Toxic  (High Confidence),Safe,0.205,Safe  (Medium Confidence)
NVIC0017,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)c1n[nH]c(c1O)C(=O)N	,Safe,0.055,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Toxic,0.599,Toxic  (Low Confidence),-1.53,None,Toxic,0.723,Toxic  (Medium Confidence),Toxic,0.504,Toxic  (Low Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.41,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.01,Safe  (High Confidence),1.83,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.527,Toxic  (Low Confidence),Safe,0.001,Safe  (High Confidence),3.41,None,Toxic,0.954,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.013,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.065,Safe  (High Confidence),Safe,0.114,Safe  (High Confidence),Safe,0.079,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-1.41,PIGC50% > -0.5 log ug/L: toxic,1.83,None,3.44,None,2.62,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.347,Safe  (Low Confidence),Toxic,0.567,Toxic  (Low Confidence),Safe,0.022,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence)
NVIC0018,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)NCC1CNc2c(N1)c(=O)[nH]c(n2)N	,Safe,0.434,Safe  (Low Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.143,Safe  (High Confidence),-1.63,None,Safe,0,Safe  (High Confidence),Safe,0.072,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),Toxic,0.729,Toxic  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),0.16,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.735,Toxic  (Medium Confidence),Safe,0,Safe  (High Confidence),6.45,None,Toxic,1,Toxic  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.105,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.085,Safe  (High Confidence),-57.41,PIGC50% > -0.5 log ug/L: toxic,2.63,None,3.1,None,3.91,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.992,Toxic  (High Confidence),Safe,0.432,Safe  (Low Confidence),Safe,0.001,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.048,Safe  (High Confidence)
NVIC0019,Oc1ccc(cc1)/C=N\Nc1nc(Nc2ccccc2)nc(n1)N1CCOCC1	,Safe,0.002,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),Toxic,0.594,Toxic  (Low Confidence),0.46,None,Safe,0,Safe  (High Confidence),Toxic,0.722,Toxic  (Medium Confidence),Toxic,0.874,Toxic  (High Confidence),Toxic,0.767,Toxic  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),0.9,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.809,Toxic  (Medium Confidence),Safe,0.007,Safe  (High Confidence),4.93,None,Toxic,0.996,Toxic  (High Confidence),Toxic,0.991,Toxic  (High Confidence),Safe,0.025,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.6,Toxic  (Low Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.38,Safe  (Low Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.816,Toxic  (Medium Confidence),-32.99,PIGC50% > -0.5 log ug/L: toxic,2.6,None,1.05,None,4.67,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.917,Toxic  (High Confidence),Safe,0.485,Safe  (Low Confidence),Toxic,0.697,Toxic  (Medium Confidence),Safe,0.021,Safe  (High Confidence),Safe,0.155,Safe  (High Confidence),Toxic,0.986,Toxic  (High Confidence),Safe,0.018,Safe  (High Confidence)
NVIC0020,COc1cc(/C=N\Nc2cc(nc(n2)N2CCOCC2)N2CCOCC2)ccc1O	,Toxic,0.76,Toxic  (Medium Confidence),Safe,0.003,Safe  (High Confidence),Toxic,0.854,Toxic  (High Confidence),-0.42,None,Safe,0,Safe  (High Confidence),Toxic,0.786,Toxic  (Medium Confidence),Safe,0.036,Safe  (High Confidence),Safe,0.461,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.026,Safe  (High Confidence),1.24,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.613,Toxic  (Low Confidence),Safe,0.089,Safe  (High Confidence),4.74,None,Toxic,0.991,Toxic  (High Confidence),Toxic,0.919,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.141,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.109,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.658,Toxic  (Low Confidence),-54.69,PIGC50% > -0.5 log ug/L: toxic,2.48,None,0.53,None,4.53,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.951,Toxic  (High Confidence),Safe,0.489,Safe  (Low Confidence),Safe,0.418,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.133,Safe  (High Confidence),Toxic,0.802,Toxic  (Medium Confidence),Safe,0.003,Safe  (High Confidence)
NVIC0021,COc1ccc(cc1O)/C=C\1/SC(=N)NC1=O	,Safe,0.137,Safe  (High Confidence),Safe,0.138,Safe  (High Confidence),Safe,0.379,Safe  (Low Confidence),0.11,None,Safe,0.331,Safe  (Medium Confidence),Safe,0.034,Safe  (High Confidence),Safe,0.276,Safe  (Medium Confidence),Safe,0.368,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.066,Safe  (High Confidence),1.02,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.582,Toxic  (Low Confidence),Safe,0.016,Safe  (High Confidence),5.8,None,Toxic,0.958,Toxic  (High Confidence),Safe,0.234,Safe  (Medium Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.01,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),Safe,0.109,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.14,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.328,Safe  (Medium Confidence),3.52,PIGC50% > -0.5 log ug/L: toxic,2.12,None,2.44,None,4.34,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.974,Toxic  (High Confidence),Toxic,0.626,Toxic  (Low Confidence),Toxic,0.751,Toxic  (Medium Confidence),Safe,0.046,Safe  (High Confidence),Safe,0.186,Safe  (Medium Confidence),Toxic,0.695,Toxic  (Medium Confidence),Safe,0.222,Safe  (Medium Confidence)
NVIC0022,C[C@@H]1N[C@@H]2N(C1=O)c1c([C@]32C[C@@H]2[C@@](O3)(O)C(C)(C)C(=O)c3n2c(=O)c2ccccc2n3)cccc1	,Toxic,0.992,Toxic  (High Confidence),Safe,0.133,Safe  (High Confidence),Toxic,0.941,Toxic  (High Confidence),-0.39,None,Safe,0,Safe  (High Confidence),Safe,0.159,Safe  (High Confidence),Toxic,0.999,Toxic  (High Confidence),Safe,0.429,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),0.01,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.837,Toxic  (High Confidence),Toxic,0.954,Toxic  (High Confidence),4.83,None,Toxic,0.996,Toxic  (High Confidence),Safe,0.248,Safe  (Medium Confidence),Safe,0.259,Safe  (Medium Confidence),Safe,0.018,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.053,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Toxic,0.614,Toxic  (Low Confidence),Safe,0.015,Safe  (High Confidence),Safe,0.257,Safe  (Medium Confidence),-798.29,PIGC50% > -0.5 log ug/L: toxic,3.11,None,1.55,None,5.87,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.966,Toxic  (High Confidence),Safe,0.264,Safe  (Medium Confidence),Toxic,0.762,Toxic  (Medium Confidence),Safe,0.293,Safe  (Medium Confidence),Safe,0.007,Safe  (High Confidence),Toxic,0.856,Toxic  (High Confidence),Toxic,0.958,Toxic  (High Confidence)
NVIC0023,O=C1Nc2c([C@]31C[C@@]14[C@@H](C3(C)C)C[C@@]3(C(=O)N1)N(C4=O)CCC3)cc1c(c2)OC(C=C1)(C)C	,Safe,0,Safe  (High Confidence),Toxic,0.761,Toxic  (Medium Confidence),Toxic,0.978,Toxic  (High Confidence),-1.49,None,Safe,0,Safe  (High Confidence),Safe,0.077,Safe  (High Confidence),Toxic,0.99,Toxic  (High Confidence),Safe,0.24,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),-0.42,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.743,Toxic  (Medium Confidence),Safe,0.311,Safe  (Medium Confidence),4.77,None,Toxic,0.991,Toxic  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.041,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.044,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.048,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.047,Safe  (High Confidence),-233.79,PIGC50% > -0.5 log ug/L: toxic,3.73,None,2.49,None,3.98,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.998,Toxic  (High Confidence),Safe,0.493,Safe  (Low Confidence),Toxic,0.669,Toxic  (Medium Confidence),Safe,0.013,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.014,Safe  (High Confidence),Safe,0,Safe  (High Confidence)
NVIC0024,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3O[C@@H]2O[C@H](C(=O)O)[C@H]([C@@H]([C@H]2O)O)O)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O	,Toxic,0.896,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.397,Safe  (Low Confidence),-4.94,None,Safe,0.07,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.01,Safe  (High Confidence),Safe,0.361,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.026,Safe  (High Confidence),1.14,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.695,Toxic  (Medium Confidence),Safe,0.001,Safe  (High Confidence),6.12,None,Toxic,1,Toxic  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.125,Safe  (High Confidence),Safe,0.026,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.056,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),-49740.12,PIGC50% > -0.5 log ug/L: toxic,2.03,None,4.73,None,81.42,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.032,Safe  (High Confidence),Safe,0.301,Safe  (Medium Confidence),Safe,0.201,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence)
