NVIC_ID,SMILES,[Metabolism/Breast Cancer Resistance Protein] Predictions,[Metabolism/Breast Cancer Resistance Protein] Probability,[Metabolism/Breast Cancer Resistance Protein] Interpretation,[Metabolism/CYP 1A2 Inhibitor] Predictions,[Metabolism/CYP 1A2 Inhibitor] Probability,[Metabolism/CYP 1A2 Inhibitor] Interpretation,[Metabolism/CYP 1A2_substrate] Predictions,[Metabolism/CYP 1A2_substrate] Probability,[Metabolism/CYP 1A2_substrate] Interpretation,[Metabolism/CYP 2C19 Inhibitor] Predictions,[Metabolism/CYP 2C19 Inhibitor] Probability,[Metabolism/CYP 2C19 Inhibitor] Interpretation,[Metabolism/CYP 2C19_substrate] Predictions,[Metabolism/CYP 2C19_substrate] Probability,[Metabolism/CYP 2C19_substrate] Interpretation,[Metabolism/CYP 2C9 Inhibitor] Predictions,[Metabolism/CYP 2C9 Inhibitor] Probability,[Metabolism/CYP 2C9 Inhibitor] Interpretation,[Metabolism/CYP 2C9 Substrate] Predictions,[Metabolism/CYP 2C9 Substrate] Probability,[Metabolism/CYP 2C9 Substrate] Interpretation,[Metabolism/CYP 2D6 Inhibitor] Predictions,[Metabolism/CYP 2D6 Inhibitor] Probability,[Metabolism/CYP 2D6 Inhibitor] Interpretation,[Metabolism/CYP 2D6 Substrate] Predictions,[Metabolism/CYP 2D6 Substrate] Probability,[Metabolism/CYP 2D6 Substrate] Interpretation,[Metabolism/CYP 3A4 Inhibitor] Predictions,[Metabolism/CYP 3A4 Inhibitor] Probability,[Metabolism/CYP 3A4 Inhibitor] Interpretation,[Metabolism/CYP 3A4 Substrate] Predictions,[Metabolism/CYP 3A4 Substrate] Probability,[Metabolism/CYP 3A4 Substrate] Interpretation,[Metabolism/OATP1B1] Predictions,[Metabolism/OATP1B1] Probability,[Metabolism/OATP1B1] Interpretation,[Metabolism/OATP1B3] Predictions,[Metabolism/OATP1B3] Probability,[Metabolism/OATP1B3] Interpretation
NVIC0087,"CCCCCCCCc1[nH]c2c3c1C[C@@H](CO)NC(=O)[C@@H](N(c3ccc2)C)C(C)C	",Inhibitor,0.686,Inhibitor  (Medium Confidence),Inhibitor,0.792,Inhibitor  (Medium Confidence),Non-Substrate,0.343,Non-Substrate  (Low Confidence),Inhibitor,0.624,Inhibitor  (Low Confidence),Non-Substrate,0.476,Non-Substrate  (Low Confidence),Non-Inhibitor,0.117,Non-Inhibitor  (High Confidence),Non-Substrate,0.003,Non-Substrate  (High Confidence),Inhibitor,0.947,Inhibitor  (High Confidence),Substrate,0.516,Substrate  (Low Confidence),Inhibitor,0.908,Inhibitor  (High Confidence),Substrate,0.818,Substrate  (Medium Confidence),Inhibitor,0.507,Inhibitor  (Low Confidence),Non-Inhibitor,0.188,Non-Inhibitor  (Medium Confidence)
NVIC0088,"O=C[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)CC(C)C)CC(C)C)CC(C)C	",Non-Inhibitor,0.464,Non-Inhibitor  (Low Confidence),Inhibitor,0.548,Inhibitor  (Low Confidence),Non-Substrate,0.049,Non-Substrate  (High Confidence),Inhibitor,0.998,Inhibitor  (High Confidence),Non-Substrate,0.462,Non-Substrate  (Low Confidence),Non-Inhibitor,0.102,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0.227,Non-Substrate  (Medium Confidence),Inhibitor,0.832,Inhibitor  (Medium Confidence),Non-Substrate,0.002,Non-Substrate  (High Confidence),Inhibitor,0.869,Inhibitor  (High Confidence),Non-Inhibitor,0.321,Non-Inhibitor  (Medium Confidence)
NVIC0089,"COc1ccc(cc1)P(=S)(N1CCOCC1)S	",Inhibitor,0.805,Inhibitor  (Medium Confidence),Non-Inhibitor,0.058,Non-Inhibitor  (High Confidence),Substrate,0.512,Substrate  (Low Confidence),Non-Inhibitor,0.488,Non-Inhibitor  (Low Confidence),Non-Substrate,0.397,Non-Substrate  (Low Confidence),Non-Inhibitor,0.027,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0.059,Non-Inhibitor  (High Confidence),Substrate,0.541,Substrate  (Low Confidence),Inhibitor,0.547,Inhibitor  (Low Confidence),Non-Substrate,0.047,Non-Substrate  (High Confidence),Non-Inhibitor,0.018,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.028,Non-Inhibitor  (High Confidence)
NVIC0090,"ClCCN(C(COc1ccccc1)C)Cc1ccccc1	",Inhibitor,0.559,Inhibitor  (Low Confidence),Inhibitor,0.964,Inhibitor  (High Confidence),Substrate,0.836,Substrate  (High Confidence),Inhibitor,0.973,Inhibitor  (High Confidence),Non-Substrate,0.417,Non-Substrate  (Low Confidence),Non-Inhibitor,0.052,Non-Inhibitor  (High Confidence),Substrate,0.991,Substrate  (High Confidence),Inhibitor,1,Inhibitor  (High Confidence),Substrate,0.519,Substrate  (Low Confidence),Non-Inhibitor,0.05,Non-Inhibitor  (High Confidence),Substrate,0.963,Substrate  (High Confidence),Non-Inhibitor,0.013,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.033,Non-Inhibitor  (High Confidence)
NVIC0091,"O=C(N1CC(=O)N2C(C1)c1ccccc1CC2)C1CCCCC1	",Non-Inhibitor,0.231,Non-Inhibitor  (Medium Confidence),Inhibitor,0.764,Inhibitor  (Medium Confidence),Substrate,0.533,Substrate  (Low Confidence),Inhibitor,0.983,Inhibitor  (High Confidence),Substrate,0.627,Substrate  (Low Confidence),Non-Inhibitor,0.102,Non-Inhibitor  (High Confidence),Substrate,0.921,Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Substrate,0.55,Substrate  (Low Confidence),Non-Inhibitor,0.393,Non-Inhibitor  (Low Confidence),Substrate,0.843,Substrate  (High Confidence),Non-Inhibitor,0.075,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.077,Non-Inhibitor  (High Confidence)
NVIC0092,"Fc1c[nH]c(=O)c(n1)C(=O)N	",Non-Inhibitor,0.085,Non-Inhibitor  (High Confidence),Inhibitor,0.629,Inhibitor  (Low Confidence),Non-Substrate,0.346,Non-Substrate  (Low Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Substrate,0.504,Substrate  (Low Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0.009,Non-Substrate  (High Confidence),Non-Inhibitor,0.002,Non-Inhibitor  (High Confidence),Non-Substrate,0.425,Non-Substrate  (Low Confidence),Non-Inhibitor,0.009,Non-Inhibitor  (High Confidence),Non-Substrate,0.035,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.006,Non-Inhibitor  (High Confidence)
NVIC0093,"OC(COc1cccc2c1cccc2)CNC(C)C	",Non-Inhibitor,0.394,Non-Inhibitor  (Low Confidence),Inhibitor,0.961,Inhibitor  (High Confidence),Non-Substrate,0.439,Non-Substrate  (Low Confidence),Non-Inhibitor,0.016,Non-Inhibitor  (High Confidence),Non-Substrate,0.477,Non-Substrate  (Low Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.016,Non-Substrate  (High Confidence),Inhibitor,0.973,Inhibitor  (High Confidence),Substrate,0.623,Substrate  (Low Confidence),Non-Inhibitor,0.035,Non-Inhibitor  (High Confidence),Substrate,0.774,Substrate  (Medium Confidence),Non-Inhibitor,0.065,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.076,Non-Inhibitor  (High Confidence)
NVIC0094,"O=C1CC(c2ccc3c(c2)OCO3)c2c(N1)[nH]c(nc2=O)SCc1cccc(c1)F	",Inhibitor,0.714,Inhibitor  (Medium Confidence),Non-Inhibitor,0.11,Non-Inhibitor  (High Confidence),Non-Substrate,0.262,Non-Substrate  (Medium Confidence),Inhibitor,0.962,Inhibitor  (High Confidence),Non-Substrate,0.438,Non-Substrate  (Low Confidence),Inhibitor,0.989,Inhibitor  (High Confidence),Non-Substrate,0.32,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.089,Non-Inhibitor  (High Confidence),Non-Substrate,0.449,Non-Substrate  (Low Confidence),Inhibitor,0.981,Inhibitor  (High Confidence),Non-Substrate,0.477,Non-Substrate  (Low Confidence),Non-Inhibitor,0.381,Non-Inhibitor  (Low Confidence),Non-Inhibitor,0.147,Non-Inhibitor  (High Confidence)
NVIC0095,"O=C(Nc1ccccc1F)N[C@H]1N=C(c2ccccc2)c2c(NC1=O)cccc2	",Inhibitor,0.821,Inhibitor  (Medium Confidence),Non-Inhibitor,0.338,Non-Inhibitor  (Low Confidence),Substrate,0.658,Substrate  (Low Confidence),Inhibitor,1,Inhibitor  (High Confidence),Non-Substrate,0.339,Non-Substrate  (Low Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Substrate,0.563,Substrate  (Low Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.317,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.171,Non-Inhibitor  (Medium Confidence),Substrate,0.994,Substrate  (High Confidence),Inhibitor,0.654,Inhibitor  (Low Confidence),Non-Inhibitor,0.18,Non-Inhibitor  (Medium Confidence)
NVIC0096,"C/C=C/CC(C(C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)O)C	",Inhibitor,0.606,Inhibitor  (Low Confidence),Inhibitor,0.684,Inhibitor  (Medium Confidence),Non-Substrate,0.005,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Substrate,0.907,Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.079,Non-Substrate  (High Confidence),Inhibitor,0.988,Inhibitor  (High Confidence),Substrate,1,Substrate  (High Confidence),Inhibitor,1,Inhibitor  (High Confidence),Inhibitor,0.915,Inhibitor  (High Confidence)
NVIC0097,"CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CCC/C/2=C\C=C/1\C[C@@H](O)CCC1=C)C)C	",Non-Inhibitor,0.472,Non-Inhibitor  (Low Confidence),Non-Inhibitor,0.038,Non-Inhibitor  (High Confidence),Non-Substrate,0.272,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.105,Non-Inhibitor  (High Confidence),Substrate,0.531,Substrate  (Low Confidence),Non-Inhibitor,0.16,Non-Inhibitor  (High Confidence),Non-Substrate,0.007,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.435,Non-Substrate  (Low Confidence),Non-Inhibitor,0.49,Non-Inhibitor  (Low Confidence),Substrate,0.762,Substrate  (Medium Confidence),Non-Inhibitor,0.075,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.229,Non-Inhibitor  (Medium Confidence)
NVIC0098,"Oc1cc(O)c2c(c1)oc(c(c2=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](C)[C@@H]([C@H]([C@H]2O)O)O)[C@H]([C@@H]([C@H]1O)O)O)c1ccc(c(c1)O)O	",Non-Inhibitor,0.062,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.007,Non-Inhibitor  (High Confidence),Non-Substrate,0.001,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.156,Non-Substrate  (High Confidence),Non-Inhibitor,0.008,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.075,Non-Substrate  (High Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0.063,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.152,Non-Inhibitor  (High Confidence)
NVIC0099,"O=C(c1c(O)c(Cc2c(O)c(C)c(c(c2O)C(=O)C)O)c(c2c1OC(C)(C)C=C2)O)/C=C/c1ccccc1	",Non-Inhibitor,0.286,Non-Inhibitor  (Medium Confidence),Inhibitor,0.885,Inhibitor  (High Confidence),Non-Substrate,0.13,Non-Substrate  (High Confidence),Non-Inhibitor,0.323,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.295,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.182,Non-Inhibitor  (Medium Confidence),Substrate,0.986,Substrate  (High Confidence),Non-Inhibitor,0.016,Non-Inhibitor  (High Confidence),Non-Substrate,0.132,Non-Substrate  (High Confidence),Inhibitor,0.773,Inhibitor  (Medium Confidence),Non-Substrate,0.002,Non-Substrate  (High Confidence),Inhibitor,0.718,Inhibitor  (Medium Confidence),Non-Inhibitor,0.445,Non-Inhibitor  (Low Confidence)
NVIC0100,"O[C@H]1CCC(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](CCCC(O)(C)C)C)C)/C1	",Non-Inhibitor,0.401,Non-Inhibitor  (Low Confidence),Non-Inhibitor,0.013,Non-Inhibitor  (High Confidence),Non-Substrate,0.265,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.018,Non-Inhibitor  (High Confidence),Substrate,0.516,Substrate  (Low Confidence),Non-Inhibitor,0.022,Non-Inhibitor  (High Confidence),Non-Substrate,0.001,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.461,Non-Substrate  (Low Confidence),Non-Inhibitor,0.488,Non-Inhibitor  (Low Confidence),Substrate,0.686,Substrate  (Medium Confidence),Non-Inhibitor,0.176,Non-Inhibitor  (Medium Confidence),Non-Inhibitor,0.213,Non-Inhibitor  (Medium Confidence)
NVIC0101,"C1CCC[C@@H]2CCCN3[C@@H]2O[C@@H](CCCCCC[C@@H]2[C@H]4O[C@@H](CC1)CCN4CCC2)CC3	",Non-Inhibitor,0.101,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.224,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.303,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.152,Non-Inhibitor  (High Confidence),Non-Substrate,0.457,Non-Substrate  (Low Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Inhibitor,0.769,Inhibitor  (Medium Confidence),Non-Substrate,0.434,Non-Substrate  (Low Confidence),Non-Inhibitor,0.025,Non-Inhibitor  (High Confidence),Non-Substrate,0.233,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.01,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.101,Non-Inhibitor  (High Confidence)
NVIC0102,"COc1cc2c(cc1OCCCN1CCN(CC1)C)ncc(c2Nc1cc(OC)c(cc1Cl)Cl)C#N	",Inhibitor,0.745,Inhibitor  (Medium Confidence),Non-Inhibitor,0.006,Non-Inhibitor  (High Confidence),Substrate,0.827,Substrate  (Medium Confidence),Non-Inhibitor,0.006,Non-Inhibitor  (High Confidence),Substrate,0.643,Substrate  (Low Confidence),Non-Inhibitor,0.06,Non-Inhibitor  (High Confidence),Non-Substrate,0.068,Non-Substrate  (High Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0.492,Non-Substrate  (Low Confidence),Inhibitor,0.781,Inhibitor  (Medium Confidence),Substrate,0.998,Substrate  (High Confidence),Non-Inhibitor,0.112,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.234,Non-Inhibitor  (Medium Confidence)
NVIC0103,"COC(=O)C(C1CC2N(C/C/1=C\C)CCc1c2[nH]c2c1cccc2)Cc1c[n+]2CC3C(C)OC=C(C3Cc2c2c1c1ccccc1[nH]2)C(=O)OC	",Inhibitor,0.863,Inhibitor  (High Confidence),Non-Inhibitor,0.283,Non-Inhibitor  (Medium Confidence),Substrate,0.646,Substrate  (Low Confidence),Non-Inhibitor,0.004,Non-Inhibitor  (High Confidence),Non-Substrate,0.454,Non-Substrate  (Low Confidence),Inhibitor,0.73,Inhibitor  (Medium Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0.045,Non-Inhibitor  (High Confidence),Substrate,0.526,Substrate  (Low Confidence),Inhibitor,0.912,Inhibitor  (High Confidence),Substrate,0.998,Substrate  (High Confidence),Non-Inhibitor,0.292,Non-Inhibitor  (Medium Confidence),Non-Inhibitor,0.437,Non-Inhibitor  (Low Confidence)
NVIC0104,"O=C(c1ccncc1)N/N=C(/C(=O)O)\C	",Non-Inhibitor,0.035,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.039,Non-Inhibitor  (High Confidence),Non-Substrate,0.037,Non-Substrate  (High Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0.3,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.005,Non-Inhibitor  (High Confidence),Non-Substrate,0.06,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.227,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.034,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0.005,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.024,Non-Inhibitor  (High Confidence)
NVIC0105,"O=C[C@@H]([C@H]([C@@H]([C@@H](CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@@H]([C@H]1O)O)O)O)O)O)O	",Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.225,Non-Substrate  (Medium Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.035,Non-Substrate  (High Confidence),Non-Inhibitor,0.192,Non-Inhibitor  (Medium Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.016,Non-Inhibitor  (High Confidence)
NVIC0106,"N#C[C@]1(O[C@@H]([C@H]([C@H]1O)O)COP(=O)(OP(=O)(OP(=O)(O)O)O)O)c1ccc2n1ncnc2N	",Non-Inhibitor,0.364,Non-Inhibitor  (Low Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.414,Non-Substrate  (Low Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0.004,Non-Inhibitor  (High Confidence),Non-Substrate,0.008,Non-Substrate  (High Confidence),Non-Inhibitor,0.011,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0.006,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.021,Non-Inhibitor  (High Confidence)
NVIC0107,"CC(=O)Nc1ccc(cc1)/C(=N\Nc1nc(Nc2ccccc2)nc(n1)N1CCOCC1)/C	",Inhibitor,0.989,Inhibitor  (High Confidence),Non-Inhibitor,0.171,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.208,Non-Substrate  (Medium Confidence),Inhibitor,0.902,Inhibitor  (High Confidence),Non-Substrate,0.397,Non-Substrate  (Low Confidence),Inhibitor,0.993,Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.385,Non-Substrate  (Low Confidence),Non-Inhibitor,0.496,Non-Inhibitor  (Low Confidence),Non-Substrate,0.057,Non-Substrate  (High Confidence),Inhibitor,0.6,Inhibitor  (Low Confidence),Non-Inhibitor,0.071,Non-Inhibitor  (High Confidence)
NVIC0108,"Cc1cccn2c1ncc(c2=O)c1n[nH]nn1	",Inhibitor,0.677,Inhibitor  (Medium Confidence),Non-Inhibitor,0.057,Non-Inhibitor  (High Confidence),Non-Substrate,0.136,Non-Substrate  (High Confidence),Non-Inhibitor,0.079,Non-Inhibitor  (High Confidence),Non-Substrate,0.47,Non-Substrate  (Low Confidence),Non-Inhibitor,0.003,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0.002,Non-Inhibitor  (High Confidence),Non-Substrate,0.346,Non-Substrate  (Low Confidence),Non-Inhibitor,0.015,Non-Inhibitor  (High Confidence),Non-Substrate,0.001,Non-Substrate  (High Confidence),Non-Inhibitor,0.042,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.017,Non-Inhibitor  (High Confidence)
NVIC0109,"O[C@@H]1[C@H](O)[C@H](O[C@H]1[n+]1cccc(c1)C(=O)N)COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)OP(=O)(O)O)n1cnc2c1ncnc2N)O)[O-]	",Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.273,Non-Substrate  (Medium Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0.021,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.007,Non-Inhibitor  (High Confidence)
NVIC0110,"OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ncc(=O)[nH]c1=O	",Non-Inhibitor,0.035,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.17,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.035,Non-Substrate  (High Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0.33,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.264,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.004,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0.021,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.029,Non-Inhibitor  (High Confidence)
NVIC0111,"CCOC(=O)C1=C(COCCNc2ccccc2S(=O)(=O)O)NC(=C(C1c1ccccc1Cl)C(=O)OC)C	",Non-Inhibitor,0.186,Non-Inhibitor  (Medium Confidence),Inhibitor,0.815,Inhibitor  (Medium Confidence),Non-Substrate,0.011,Non-Substrate  (High Confidence),Inhibitor,0.793,Inhibitor  (Medium Confidence),Non-Substrate,0.24,Non-Substrate  (Medium Confidence),Inhibitor,0.898,Inhibitor  (High Confidence),Substrate,0.685,Substrate  (Medium Confidence),Non-Inhibitor,0.013,Non-Inhibitor  (High Confidence),Non-Substrate,0.033,Non-Substrate  (High Confidence),Non-Inhibitor,0.354,Non-Inhibitor  (Low Confidence),Non-Substrate,0.084,Non-Substrate  (High Confidence),Inhibitor,0.705,Inhibitor  (Medium Confidence),Non-Inhibitor,0.34,Non-Inhibitor  (Low Confidence)
NVIC0112,"COCC(=O)O[C@]1(CCN(CCCc2nc3c([nH]2)cccc3)C)CCc2c([C@@H]1C(C)C)ccc(c2)F	",Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Inhibitor,0.975,Inhibitor  (High Confidence),Substrate,0.656,Substrate  (Low Confidence),Non-Inhibitor,0.024,Non-Inhibitor  (High Confidence),Non-Substrate,0.238,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.025,Non-Inhibitor  (High Confidence),Non-Substrate,0.009,Non-Substrate  (High Confidence),Inhibitor,1,Inhibitor  (High Confidence),Non-Substrate,0.177,Non-Substrate  (Medium Confidence),Inhibitor,0.916,Inhibitor  (High Confidence),Substrate,0.999,Substrate  (High Confidence),Non-Inhibitor,0.008,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.416,Non-Inhibitor  (Low Confidence)
NVIC0114,"OC[C@@]12SS[C@@]3(N(C1=O)[C@@H]1[C@@H](O)C=CC=C1C3)C(=O)N2C	",Non-Inhibitor,0.04,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0.176,Non-Substrate  (Medium Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Substrate,0.525,Substrate  (Low Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0.133,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.346,Non-Substrate  (Low Confidence),Non-Inhibitor,0.09,Non-Inhibitor  (High Confidence),Substrate,0.869,Substrate  (High Confidence),Non-Inhibitor,0.046,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.06,Non-Inhibitor  (High Confidence)
NVIC0115,"NC(=O)C[C@@H]1NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(cc2)O)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N)CCCN=C(N)N)N	",Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Inhibitor,0.75,Inhibitor  (Medium Confidence),Non-Substrate,0.001,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.41,Non-Substrate  (Low Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.063,Non-Substrate  (High Confidence),Non-Inhibitor,0.044,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0.033,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.043,Non-Inhibitor  (High Confidence)
NVIC0116,"Cl[La](Cl)Cl	",Non-Inhibitor,0.329,Non-Inhibitor  (Medium Confidence),Non-Inhibitor,0.302,Non-Inhibitor  (Medium Confidence),Substrate,0.83,Substrate  (Medium Confidence),Inhibitor,1,Inhibitor  (High Confidence),Non-Substrate,0.26,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.195,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.009,Non-Substrate  (High Confidence),Inhibitor,0.934,Inhibitor  (High Confidence),Non-Substrate,0.48,Non-Substrate  (Low Confidence),Non-Inhibitor,0.002,Non-Inhibitor  (High Confidence),Non-Substrate,0.001,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.01,Non-Inhibitor  (High Confidence)
